Dundrum House;http://www.hostelworld.com/hosteldetails.php/Dundrum-House/Armagh/61398;["116 Dundrum Road", "Tassagh", "Keady", "Armagh", "Northern Ireland"];0;0;;Treat yourself to a stay in a B&B with a difference... Dundrum House, an early 18th century country manor is set in an 80 acre beef and sheep farm. Situated in the beauitful unspoilt countryside of Co. Armagh with its rolling hills and the Callen River flowing along the boundary of the farm, Dundrum House really is the pefect place to relax for your stay. Dundrum House has three spacious en-suite bedrooms; one double and two family rooms. Two of the rooms, like the dining room, have a view of the historical countryside. The third looks out onto the traditional farmyard, which still plays a role on the working farm. Our guests can avail of interent access using our own computer in one of the guest's lounges or using their own laptop in the bedrooms.;;[]
Sheep Island View;http://www.hostelworld.com/hosteldetails.php/Sheep-Island-View/Ballycastle/4266;["42a Main Street", "Ballintoy", "Ballycastle", "Northern Ireland"];77;278;18th Feb 2014;Sheep Island View is situated on the North Antirm Coast, in the small village of Ballintoy. We are 6 miles from the Giant's Causeway and about a ten minute walk from the famous Carrick-a-Rede Rope Bridge.  Ballintoy has many walks surrounding the area, and also has two pub/restaurants which provide traditional Irish music several times a week. Our accommodation is ensuite and there is a large self-catering kitchen and TV/communal room with an open fire. Sheep Island View also has a conference centre which can seat 150 people. With rooms of various sizes, our accommodation is suitable for groups, families and the regular backpacker!  All bed linen is provided. Please Note: Check-in time is between 4pm-8pm. If you are arriving after this time you need to contact us to arrange for someone to be there to check you in. Many thanks.;;["BBQ", "Breakfast Not Included", "Free Parking", "Linen Included", "Towels for hire", "Wheelchair Accessible"]
Castle Hostel;http://www.hostelworld.com/hosteldetails.php/Castle-Hostel/Tralee/26068;["Castle Street", "Kerry", "Tralee", "Ireland"];86;279;15th Mar 2014;Castle Hostel is situated in the heart of Tralee's town centre. The hostel is run by Aileen tephen & family and is renowned for it's comfort levels, popular with visitors and looks likely to continue attracting the tourists for many years to come. Castle Hostel is Failte Ireland Approved - (Irish Tourist Board Approved) With 9 en-suite rooms, three of which are doubles, one single, two of them sleeps four people, two of the sleeps 5 people and the other room sleeps eight. Four of them have televisions and all are centrally heated. There is a fully equipped kitchen, a communal dining and lounge area with television where a free continential breakfast is available each morning, free Wi-Fi available throughout the hostel including bedrooms, free luggage lockers and bike lock up facility. Outdoor smoking area. Internet cafe next door and laundrette across the road. With the town of Tralee right on the hostel's doorstep, there are plenty of other exciting facilities close by. Minutes walk to Kerry County Museum, Tralee Town Park, Tralee Bay Wetlands Centre, Aqua Dome, Aqua Golf ennis Court. 2km canal walk to Blennerville Windmill. We are ideally located to cater for those intending to walk the Dingle Way and Camino Way. Our hostel is the perfect place from which to launch your assault on the Dingle Way and Camino Way to recuperate after complering same!! Being centrally located also ensures that our guests have easy access to all events on the streets of Tralee for our Internationally renouned Rose of Tralee Festival which takes place anually in August -.2013 Gathering Festival 14th to 20th August  Open all year, you can be rest assured of an enjoyable trip to Tralee where you will stay in a comfortable, friendly, warm and welcoming establishment. Castle Hostel Features Include.  Free  WiFi .  Free  Towels, Linen, Douvets. .  Free  Breakfast .  Free  Lockers .  Free  Tea / Coffee all day .  Free  Luggage Storage .  Free  Parking on street  All groups / parties welcome. Biker friendly --- Bike / Bicycle private parking.;;["24 Hour Reception", "24 Hour Security", "Adaptors", "Airport Transfers", "Bicycle Hire", "Bicycle Parking", "Board games", "Book Exchange", "Breakfast Included", "Cable TV", "Common Room", "Free City Maps", "Free Internet Access", "Free Parking", "Free WiFi", "Hairdryers", "Hairdryers For Hire", "Hot Showers", "Kitchen", "Linen Included", "Lockers", "Luggage Storage", "Mini-Supermarket", "Parking", "Postal Service", "Reading Light", "Safe Deposit Box", "Tea/Coffee Making Facilities", "Tours/Travel Desk", "Towels for hire", "Towels Included", "Non Smoking", "Taxes Included"]
Vagabonds;http://www.hostelworld.com/hosteldetails.php/Vagabonds/Belfast/36129;["9 University Road", "Belfast", "Belfast", "Northern Ireland"];93;1692;15th Mar 2014;At 94% we are Belfast's top rated hostel as voted for by Hostelworld.com users. Ideally located in the heart of the buzzing Queens Quarter, just minutes walk from the city center, popular bars, restaurants and main tourist attractions such as the Ulster Museum and Botanic Gardens. Vagabonds operates in a beautifully renovated, listed building; we are Belfast's most recent hostel to a city oozing with character and personality Please note we don't accept any Stag or Hen parties bookings in our hostel. The hostel has eight bedrooms ranging in size from twin/double to 6/8/12/14 bed dorms. The full catering kitchen is modern and well equipped with a separate dining area containing a traditional wood burning stove. The living room is spacious and funky, offering book exchange or DVD's to help you chill out. Outside we have created a very cool beer garden to host our hostel BBQ nights in the summer. There is also a picnic area in the front of the hostel. Opened by two experienced backpackers who understand and appreciate the needs of today's traveler, this hostel offers a range of facilities including free breakfast, internet, book exchange, dvds, free wi-fi, towel hire, lockers, under-bed storage, a pool table and tour booking. Cleanliness is of the utmost importance to us. For group bookings of 6 or more please contact the hostel directly. Hostel Management reserves the right to refuse check in on arrival. Vagabond's manifesto is simple: 'To Provide a Good, Clean Bed in Belfast. We have a 24 hour cancellation policy.;Please note we don't accept any Stag or Hen parties bookings in our hostel.   24hr cancellation policy. We will charge for the first nights stay if you do not turn up but if you are not going to make it let us know even if it is only a few hours before f someone else reserves your bed you will not be charged e appreciate the fact that it is not always possible to stick to your plans f you are checking in after 11pm please let us know in advance. We have no curfew - access to the hostel is 24 hours. However noise must be reduced between 11pm and 7am. Respect and consideration for staff and other guests is expected at all times: anyone causing problems or complaints from other guests may be asked to leave.  Hostel Management reserves the right to reserves the right to refuse check in on arrival;["24 Hour Reception", "Adaptors", "BBQ", "Bicycle Hire", "Bicycle Parking", "Board games", "Book Exchange", "Breakfast Included", "Cable TV", "Common Room", "DVD's", "Free City Maps", "Free WiFi", "Hairdryers", "Hot Showers", "Internet Access", "Kitchen", "Laundry Facilities", "Linen Included", "Lockers", "Luggage Storage", "Outdoor Terrace", "Parking", "Pool Table", "Reading Light", "Safe Deposit Box", "Tea/Coffee Making Facilities", "Tours/Travel Desk", "Towels for hire", "Washing machine", "Wii", "Credit Cards Accepted", "Non Smoking", "Taxes Included"]
Belfast International Youth Hostel;http://www.hostelworld.com/hosteldetails.php/Belfast-International-Youth-Hostel/Belfast/452;["22-32 Donegal Road", "Belfast", "Northern Ireland"];79;3443;17th Mar 2014;Belfast's only Hostelling International (YHA) Hostel: (But you don't need a membership card to stay!) Important stuff: Online bookings are limited to 6 people: email us if there are more than 6 of you so that we can take you through our group booking procedure: otherwise check in cannot be guaranteed. Maximum stay: 7 nights. Photographic ID or HI membership card is required from everyone checking in: this is held at reception until check out. Check in starts 13.30: Check out before 11.00. Latest check in if you have booked beds in a shared dormitory room: 23.00 Hostel quiet time: 23.00 to 7.00. Under 18s must be accompanied by their legal guardian: parent, teacher etc Breakfast is not included, but may be purchased on the ground floor. Free WiFi is available in common areas on the ground floor. We also have coin operated kiosks for internet access at 1 per hour. Payment is required on arrival in cash (GBP only) or by credit/debit card. We do not accommodate stags, hens, sports teams (apart from school teams) so that we can provide a quiet, comfortable and relaxing place to spend a night or 2.  Location: Just off Shaftesbury Square (bus route 8 or 9) in the city centre.  We are located between City Hall and Queens University, a short walk from both. We are the closest hostel to the Europa Bus Station and just around the corner from Botanic Rail Station, for direct connections to Titanic Quarter. Its the perfect location for the museum, parks, cafes, pubs, restaurants, theatre and cinema! Hostel: Belfast's biggest, longest established hostel: no gimmicks, just clean, safe accommodation. Its a perfect base from which to explore the city and its history, ideally located for a walk through the university area, along the river to the ever-changing waterfront and Titanic Quarter, or to the shops in the city centre. We have rooms to suit all budgets, from a basic cheap dormitory bed to a double with private shower/toilet. We embrace the hostelling ethos so expect to make your own bed: the TV is in the TV room: the kettle in the self-catering kitchen! We welcome guests of all ages (from 2 to 92!!!) from all over the world, including solo travellers, couples, groups of friends, families with children and groups. Our self-catering kitchen is fully equipped and open from 6.00 to 10.30 and 12.30 to 23.00. There is a plentiful supply of hot water during the day, and our central heating is on from 7.00 to midday and 19.00 to midnight (the building is not heated during the summer months). We are open and staffed 24 hours a day with no curfew or lockout.  We have a secure car park which is free of charge. There is a luggage room: this is also provided free. Rooms: All of our rooms have bunk beds, apart from our en-suite twins and doubles. Standard twins are small (half the size of a standard 4) and designed for those seeking a budget room but some privacy, not extra space or comfort.  The shower rooms in our en-suite rooms are designed as wet rooms, with no shower doors or curtains. Furnishing, floor covering etc varies from room to room. Towels and soap are not provided. The building is No Smoking in line with the law in Northern Ireland. Causeway Cafe: Open on the ground floor from 8am until midday every day, apart from the Christmas period, if you would like to buy breakfast or brunch: freshly 'cooked to order' food. Fruit, biscuits, soft drinks, crisps, chocolate, coffee, speciality teas, hot chocolate, packed lunches, fresh sandwiches, cooked breakfasts, bagels, freshly baked croissant etc Tour bookings: Giants Causeway: There is a tour office at the hostel for booking causeway tours or a freephone to contact them outside office hours www inicoachni.co k  City: We can book your black taxi tour for you at the hostel reception desk. Hostel reservations: Let us book your next HI hostel for you! Booking Conditions: 'No shows' are charged for the first night of their stay, less the corresponding deposit amount for that night. Online bookings for groups of more than 6 people are not permitted (including those made on different websites and in different names). To book for a group (schools, universities, church groups etc) please contact the hostel directly to make your reservation. Student groups should be accompanied in the hostel by a teacher/tutor during their stay. Hostel management reserves the right to refuse check in. Respect and consideration for staff and other guests is expected at all times, particularly during the hostel quiet time: anyone causing problems or complaints from other guests will be asked to leave. Alcohol is not permitted in shared dormitory rooms.  Only registered guests have access to the hostel.  Families with children under 16: please book a bed for all children travelling with you. Please contact us after booking to let us know you require a 'family room' as under 16s are not permitted to share dormitory rooms.;;["24 Hour Reception", "24 Hour Security", "Bicycle Parking", "Breakfast Not Included", "Cafe", "Common Room", "Elevator", "Free City Maps", "Free Parking", "Free WiFi", "Hot Showers", "Internet Access", "Key Card Access", "Kitchen", "Laundry Facilities", "Linen Included", "Lockers", "Luggage Storage", "Meeting Room", "Parking", "Reading Light", "Tours/Travel Desk", "Vending Machines", "Washing machine", "Wheelchair Accessible", "Child Friendly", "Non Smoking", "Taxes Included"]
Global Village;http://www.hostelworld.com/hosteldetails.php/Global-Village/Belfast/43490;["87 University Street", "Belfast", "Belfast", "Northern Ireland"];91;1510;14th Mar 2014;Belfast's top rated hostel providing clean and comfortable accommodation in the heart of Belfast city.  Opened in the summer of 2010 by an experienced traveller who knows exactly what backpackers want and expect! Sited in a beautifully converted 19th century building, we have added all the modern amenities expected without taking away from the original charm and character of the building! At Global Village we embrace our rich and colourful culture and history. From our shipbuilding roots (The Titanic), to traditional Irish sessions and poets to modern day culture like urban street art done by local Belfast talent! Perfect Location: Located in the bustling Queens Quarter we are about a minutes walk from major tourist attractions like The Botanical Gardens, Ulster Museum and the magnificent Queens University.  We are even less than a minute from Botanic Avenue which is always buzzing due to the many shops/cafes/restaurants/bars and nightclubs so there really is something for everyone! You will never be bored: Our staff are young, energetic, helpful and always up for a good laugh. They aim to ensure you have the best possible experience and fun while in Belfast.  All our staff at Global Village have personally been on all the tours so that we can give informed advice on which tour suits your needs - all tours can be booked in the hostel by reception. There is always a friendly environment to meet other travellers and have a few beers in the beer garden/BBQ area. At Global Village we do not operate a curfew, allowing you to make the most of your time here. The hostel boasts a wide variety of entertainment, including a huge selection of DVD's/board games, Nintendo Wii, guitar, Pool and Fussball tables, not least to mention the popular BBQ's and pub crawls...... Clean and Secure: Our aim is to ensure we remain the cleanest hostel in Belfast. As this is still our first year we are committed to keeping the hostel as clean today as the day we opened. The entire hostel is cleaned twice daily and all beds are made with fresh linen. The area and hostel is very secure with only guests being able to access through double doors. Each room has individual locks and there is a secure left luggage facility available at no charge. Just like home: We aim to make your stay as pleasant as possible and have created a real homely feel which is great when you have been travelling for long! We have a fully equipped kitchen with all new facilities for guests to cook up a storm. The kitchen/games room is the perfect place to relax, meet and have fun with other guests. The hostel is centrally heated and has hot water 24hrs a day. There are laundry facilities which guests can use at a small fee. Our dorms are all clean and spacious with very comfy mattresses. A basic breakfast is provided for free each morning, with tea and coffee available all day. So whether your an early bird or more a creature of the night this is the perfect location to explore what Belfast has to offer! Our aim is to provide an excellent standard of budget accommodation; where our guests can relax and meet new like minded people in a clean comfortable and relaxed environment! PLEASE NOTE WE DO NOT ACCEPT GROUPS LARGER THAN 6;;["24 Hour Reception", "24 Hour Security", "Adaptors", "BBQ", "Bicycle Hire", "Bicycle Parking", "Board games", "Book Exchange", "Breakfast Included", "Cable TV", "Card Phones", "Common Room", "DVD's", "Free City Maps", "Free Internet Access", "Free Parking", "Free WiFi", "Foosball", "Games Room", "Hairdryers", "Hot Showers", "Housekeeping", "Internet Access", "Kitchen", "Laundry Facilities", "Linen Included", "Luggage Storage", "Meals available", "Outdoor Terrace", "Parking", "PlayStation", "Pool Table", "Safe Deposit Box", "Tea/Coffee Making Facilities", "Tours/Travel Desk", "Towels for hire", "Washing machine", "Wheelchair Accessible", "Wii"]
Lagan Backpackers;http://www.hostelworld.com/hosteldetails.php/Lagan-Backpackers/Belfast/35530;["121 Fitzroy ave", "Belfast", "Belfast", "Northern Ireland"];88;1447;13th Mar 2014;Groups of six or more people will not be accepted. Even if the group book separate booking. All groups will be turned away on arrival and still charged for the entire stay. With multiple booking all bookings in the group will be turned away on arrival and charged for the entire stay. No exceptions. And no deposits will be refunded Lagan Backpackers is simply a large house converted into a Backpackers Hostel. My idea for a great hostel is simple: to make you feel at home. To give you a comfortable bed to sleep in, to keep the noise down after 11 ensuring peaceful sleep. And enjoy Belfast as much as possible. We provide advice on all tours of Northern Ireland, and only recommend tours that we have personally experienced. In addition to this Lagan Backpackers hostel is very friendly to single travelers, as we go the extra mile to make sure you enjoy your stay. We are on hand to provide personal recommendations for popular tourist attractions and tours of Northern Ireland, and more than happy to organize and book these tours for our guests. We look forward to having you stay with us at Lagan Backpackers, where we will make your experience of Belfast a truly memorable one. * Please be advised that although there is no curfew, non-hostel guests are not allowed upstairs or in the hostel after 21:00. NO stag parties and hen parties. ID is required on check in. This is non-negotiable! Cancellation is 48 hours before 8am on the day of arrival.  Cancellations after this time will be charged the first nights?  accommodation. No exceptions.;Bookings for same day as arrival will only be accepted up to 6pm.  Please be advised that although there is no curfew, non-hostel guests are not allowed upstairs or in the hostel after 21:00. We do accept certain groups but permission is required before booking by phone or email.  Groups of six or more people are welcome to book if they don’t cause the other guests discomfort with excessive alcohol consumption and adhering to our quiet after midnight rule so that people get a good night’s rest. Therefore, for group bookings we require a £30 per person refundable deposit at check-in, payable by cash only. The deposit will be returned if noise levels are complied with and no anti-social behaviour takes place and other guests are comfortable. For group bookings there is a 7-day cancellation policy. Cancellations must be made at by 8am seven days before the scheduled date of arrival. Late cancellations and no-shows shall be charged the equivalent of the first night’s accommodation. No exceptions.  ID is required on check-in. This is non-negotiable!  We have a 48hr cancellation policy. Cancellations must be made by 8am two days before the scheduled date of arrival. Late cancellations and no-shows shall be charged the equivalent of the first night’s accommodation. No exceptions.  No stag parties or hen parties.  Please remember that over the St Patrick's weekend we do not accept booking from people from the UK (England, Northern Ireland, Scotland and Wales), Ireland, or American or Canadian band members; this is only for the days mentioned. No refunds on deposits will be giving and you will be turned away on arrival and charged for the nights’ accommodation. This is non-negotiable.;["24 Hour Reception", "24 Hour Security", "Adaptors", "BBQ", "Bicycle Parking", "Board games", "Book Exchange", "Breakfast Included", "Common Room", "Free City Maps", "Free Internet Access", "Free Parking", "Free WiFi", "Hairdryers For Hire", "Hot Showers", "Internet Access", "Kitchen", "Laundry Facilities", "Linen Included", "Lockers", "Luggage Storage", "Meals available", "Parking", "Safe Deposit Box", "Tea/Coffee Making Facilities", "Tours/Travel Desk", "Towels for hire", "Washing machine", "Credit Cards Accepted", "No Curfew", "Non Smoking", "Taxes Included"]
Namaste Lodge;http://www.hostelworld.com/hosteldetails.php/Namaste-Lodge/Belfast/39156;["7 Rushfield Avenue", "Belfast", "Belfast", "Northern Ireland"];96;83;8th Jan 2014;5 Medium to very large rooms with quality linen, sofas and comfy chairs. Carpeted throughout, so no shoes upstairs.  Wifi. 2 showers and a bath/jacuzzi. Laundry facilities. Towels provided. Fully equipped kitchen with free use of spices oils etc so cooking can be hassle free. Breakfast provided for guests to make anytime in morning including cereal choice, yoghurt, eggs, bread/toast, various teas and coffee. Drinks all day. So you can sleep in or get up early and still get breakfast.  70 metres to bus stop, 1.5 miles to town; 25 mins walk, 7 min by bus. Cheap rate taxi available. Tours can be arranged. 12 mins to university area; 10 to Lyric theatre. All usual shops for food, drink,, banks post office, nail bar, clothes menders, dry cleaners etc round the corner plus off licences, bars, many takeaway and wide selection of restaurants. Couple nice coffee bars.  Lovely large park 3 mins away. Dogs in house will accompany anyone who wants to go there for guided tour; or can be kept completely away if not a fan of them. Owner on site but out of sight. Well-travelled owner, knows what fellow travellers want. Qualified homeopath; consultations available.;;["Board games", "Breakfast Included", "Free City Maps", "Free Internet Access", "Free WiFi", "Hairdryers", "Internet Access", "Kitchen", "Laundry Facilities", "Lounge", "Luggage Storage", "Tea/Coffee Making Facilities", "Towels Included", "Child Friendly", "Non Smoking", "Pet Friendly", "Taxes Included"]
Belfast City Backpacker;http://www.hostelworld.com/hosteldetails.php/Belfast-City-Backpacker/Belfast/45865;["53 - 55 Malone Avenue", "Belfast", "Belfast", "Northern Ireland"];81;278;3rd Jan 2014;Belfast City Backpacker Hostel: Where hostelling is close to heavenly! Born out of a love for travelling and an appetite for new cultural experiences, City Backpacker is designed for the modern day Globetrotter. Fresh, Vibrant and Unpretentious, City Backpacker: Is your first choice for that cozy home from home luxury on a budget! Clean, safe and conveniently located in the heart of the City's Golden Mile District, our inexpensive hostel is central to all the must-see landmarks Belfast has to offer, such as City Hall, The Wall Murals, Titanic Shipyard, Queen's University, Crown liquor Saloon, The Peace Walls, to name a few. Oozing Irish Charm and full of craic, kick-back with a Guinness in-hand and enjoy what Belfast City Backpacker Hostel has to offer!! Whether you're relaxing in our laid back Chill Room, recharging in our comfy beds or availing of our spacious communal conveniences, the City Backpacker Hostel team are on hands 24hrs a day to make sure your Belfast adventure rocks! ** If you wish to book a room for a guest under 18 years old, you must contact the hostel prior to booking. Failure to do so may result in the booking being cancelled, but guests will still be liable for the cost of the first night's stay. ** 2013 Trip Advisor Certificate of Excellence winner.;;["24 Hour Security", "Bicycle Parking", "Board games", "Book Exchange", "Breakfast Included", "Common Room", "DVD's", "Free City Maps", "Free Internet Access", "Free Parking", "Free WiFi", "Hairdryers For Hire", "Hot Showers", "Internet Access", "Kitchen", "Laundry Facilities", "Linen Included", "Lockers", "Luggage Storage", "Outdoor Terrace", "Parking", "PlayStation", "Reading Light", "Tea/Coffee Making Facilities", "Tours/Travel Desk", "Towels for hire", "Age Restriction", "Non Smoking"]
The Linen House Hostel;http://www.hostelworld.com/hosteldetails.php/The-Linen-House-Hostel/Belfast/451;["18-20 Kent Street", "Belfast BT1 2JA", "Belfast", "Northern Ireland"];67;1681;7th Mar 2014;Check out our Deals tab above for special offers! Mid-week Deals Book 2 nights Get 3rd Free Discounted Sunday - Thursday! Special mid-week offers from £6 per night.  Terms and conditions apply. FREE Wifi! FREE Tea, Coffee, and Snacks! PARTIERS: We have a private party area available on request. Please email for further information. We are the ONLY hostel in Belfast City Centre! Why pay more for taxi fare when you arrive at your accommodation when you can walk to all the city has to offer from our hostel! We accept groups of all sizes. Our Backpackers Hostel is the largest independent hostel in Belfast. In the past it was a linen factory, and is now beautifully restored, keeping its original character and ambience. Great location, situated in the cathedral quarter, right in the heart of Belfast's city, close to St. Anne's Cathedral, Northern Ireland Tourist Board, the main shopping areas are around Royal Avenue / Donegall Place / City Hall. Easy to reach from harbour, bus and railway stations. It is a home away from home with a unique atmosphere where you can meet lots of interesting travellers from all over the world, spend some time with new friends, cook in our self catering kitchen or simply enjoy yourself and chill out in the lounge. Just drop your bags off and join us as the real fun is guaranteed! Let our staff give you a very warm welcome and guide you to the city! INTERNET ACCESS IS AVAILABLE IN THE LOBBY via Coin operated Computers. WE ALSO HAVE WIFI AVAILABLE. FAMILIES WITH CHILDREN ARE REQUIRED TO BOOK A BED FOR EACH INDIVIDUAL CHILD. All persons under 18 years of age must be accompanied by an adult and can only be accommodated in a private room. Please read our Things to Note below before making a booking.;HOSTEL POLICIES/INFORMATION  Noise is regulated between the hours of 11pm and 7am.  HOSTEL RESERVES THE RIGHT TO REFUSE SERVICE (CHECK IN, ETC) TO ANYONE.  CHECK OUT TIME IS 10:30AM  ABSOLUTELY NO SMOKING in the building! Anyone caught smoking on the premises will be asked to leave.  Customers can drink up to 4am.  WE ACCEPT LARGE GROUPS OF ALL TYPES, HOWEVER, RESPECT FOR OTHER GUESTS AND STAFF IS EXPECTED FROM EVERYONE WISHING TO STAY WITH US. Our Policies are strictly enforced, and we reserve the right to refuse service (check in, etc) to any persons.  CANCELLATION / BOOKING POLICIES:  GROUPS:  Group bookings (6 persons or more) are subject to a deposit of the first nights accommodation total. All deposits are non-refundable and non-transferable. Full payment must be made four weeks prior to arrival of the group (if possible). If group is not booking 4 weeks in advance, please contact the hostel to make payment arrangements, and check availability.     The group organiser must provide a full passenger list (first name, surname and email address if available) and arrival time for the group at least one week prior to arrival. All group bookings are subject to availability and rates may vary in accordance with special events and bank holidays, weekends, etc. Provisional bookings will be held on option for two weeks (a fixed date of confirmation will be given). If the booking is not confirmed and/or deposit not received the accommodation being held will automatically released.  A £10 bond is required from each individual in a group, and will be returned upon checkout pending room inspection, etc.   INDIVIDUALS: Individuals may cancel a booking without penalty up to 48 hours prior to arrival. After 48 hours, a fee of 1 nights accommodation will be deducted from refund total (dependant of situation and at the discretion of front desk staff).;["24 Hour Reception", "24 Hour Security", "Bicycle Parking", "Cable TV", "Card Phones", "Common Room", "Fax Service", "Free Internet Access", "Foosball", "Games Room", "Hairdryers For Hire", "Internet Access", "Kitchen", "Linen Included", "Luggage Storage", "Outdoor Terrace", "Parking", "Tours/Travel Desk", "Towels for hire"]
Travelodge Belfast;http://www.hostelworld.com/hosteldetails.php/Travelodge-Belfast/Belfast/15139;["15 Brunswick Street", "Belfast", "Northern Ireland"];78;41;11th Apr 2013;City centre budget hotel, the ideal location to base yourself while working or visiting Belfast. Designed to meet the needs of todays budget conscious family, corporate guest or short break customer, the Belfast Central Travelodge cannot be beaten for price or value. Prices quoted are per room and bedrooms are spacious, with double size beds set with comfy duvets. Rooms have complimentary TCMF, multi channel TV. The Travelodge Belfast Central does not offer parking. On Street parking is available on a pay and display basis. Free on Sundays.;;["24 Hour Reception", "Breakfast Not Included", "Elevator", "Fax Service", "Hairdryers", "Housekeeping", "Internet Access", "Luggage Storage", "Parking", "Tea/Coffee Making Facilities", "Child Friendly", "Non Smoking", "Pet Friendly"]
Paddy's Palace Belfast;http://www.hostelworld.com/hosteldetails.php/Paddy-s-Palace-Belfast/Belfast/6908;["68 Lisburn Road", "Belfast", "Northern Ireland"];76;1448;8th Mar 2014;Newly renovated, bright social hostel with a lot of character for backpackers! Book with us and receive a 10 Discount on our famous Giants Causeway Tour!! Best-value-for-money in all of Northern Ireland. We cannot be beaten on price, value and quality This is a unique city, we are a unique hostel. Our friendly happy staff are on hand to help you enjoy the most of your time in Belfast Our accommodation consists of 2-8 bed dorms. We have a big kitchen and a walled-garden (complete with a genuine World War 2 bomb shelter. We have newly renovated with funky bathrooms, common areas and rooms. Black-taxi tours  We are NITB approved and are happy to arrange good quality black-taxi-tours to the peace wall and murals for all our guests. We highly recommend one of these tours to fully experience Belfast interesting past. Location Paddy's palace hostel ['the Belfast palace'] is in the best location for visitors to our unique city. We are in the university quarter which means a safe and secure area, politically neutral and welcoming. Also close to great student nightlife. We are 1 minute from Queens University, ulster museum & botanic gardens. We are 15 minutes walk from city hall. We are in the midst of the best pubs, bars & cafes, frequented by locals, students & visitors alike. A full-size supermarket is minutes away and we are 500metres from a Starbucks (love-em or hate-em) The Giant s Causeway day-trip Each day, 364 days per year, we offer our guests the chance to escape to the majestic cliffs and sandy beaches of our north-coast on a fun & informative guided-tour in a luxury coach to the 'must-see' attraction for every visitor to Northern Ireland. See Europes most magical geological formations. Learn of how our legendary ancestor, Finn McCool the Celtic giant defeated his Scottish rival, dressed as a baby!  Tour departs @ 9.30am, returns 5pm approx. All guests who stay for a minimum of 2 nights can see these 2 world-famous attractions on our mesmerizing beautiful north coast for 15! {Regular price 25}. Simply book your day tour on arrival or by emailing us in advance. You will need to present your booking confirmation of a 2 night stay. This offer does not apply for tours for the weekend Friday, Saturday and Sunday. We aim to ensure you have a fun-filled stay in a safe, clean, comfortable environment and meet travellers and friends from all over. We also want you to learn more of the history of our proud, fascinating city. Excellent facilities We provide private rooms and dormitory rooms ranging from 2 - 12 beds. We have a big kitchen and our dining area is spacious, leading into our large walled garden. Our pride and joy is our Georgian drawing room - the scene of great Belfast sing songs, laughter filled conversations and movie nights. Comfy beds guaranteed We have invested in the ultra-modern 'sleeptite' beds, you won't want to get out of bed they are so comfortable!! No more back pains because of cheap beds. You deserve to be guaranteed your sleep in comfort.... Best of all we provide friendly, expert local advice, advice you can trust and rely on. Important info! Please note check-in times are from 4pm until 10pm. Later check-in times will need to be pre-arranged by calling the hostel, regular check-in ends at 10pm. No guests under the age of 18 Every member of your party must provide photo ID upon check in;;["Bicycle Parking", "Board games", "Book Exchange", "Breakfast Included", "Cable TV", "Common Room", "DVD's", "Free City Maps", "Free Internet Access", "Free Parking", "Free WiFi", "Hot Showers", "Kitchen", "Laundry Facilities", "Linen Included", "Luggage Storage", "Outdoor Terrace", "Parking", "PlayStation", "Tea/Coffee Making Facilities", "Tours/Travel Desk", "Towels for hire", "Washing machine", "Age Restriction", "Credit Cards Not Accepted"]
Farset International;http://www.hostelworld.com/hosteldetails.php/Farset-International/Belfast/3210;["466", "Springfield Road", "Belfast", "Belfast", "Northern Ireland"];94;35;;Farset International is located on its own private grounds beside a wild fowl reserve. It has both a restaurant and self catering kitchen and is Belfasts number one five-star hostel. The hostel boasts two impressive restaurants which serve top quality cuisine at a price thats right. For the more relaxed diner we have Mackies Bistro which serves delicious breakfasts, lunches and high tea. Or for the more formal menu why not visit The Foundry restaurant and dine overlooking the lake and the impressive Belfast skyline.;;["Linen Included", "Restaurant", "Wheelchair Accessible"]
